"BirdID","Sex","birth_month","birth_year","death_month","death_year","trans","lifespan","DeathEvent","mum","dad","MumAge","n_off","help","adulthood","SmallFROH","MediumFROH","LargeFROH","Coverage","Fped","mumSmallFroh","mumMediumFroh","mumLargeFroh","CovMum","mumFped","dadSmallFroh","dadMediumFroh","dadLargeFroh","CovDad","dadFped","BreedSeason","event","first_catch","SamplingAge","BrMID","BrMSmallFroh","BrMMediumFroh","BrMLargeFroh","CovBrM","BrMFped","EPP","meanInsects","BirthFPID","BirthInsect","year_cv","mean_total_rain","mean_breeding_rain","mean_rain_cv","birth_total_rain","birth_breeding_rain","BirthRainCV"
1557,1,10,1999,1,2004,"0",5,0,604,921,6,3,1,1,0.132539718,0.090387276,0.202957392,2.86135,0,0.114725738,0.103073337,0.202332489,3.10197,0,0.141744063,0.051874037,0.251076719,1.36968,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3.65308711255895,29,NA,1.12962318725452,2132.65,182.8,1.22676263062885,1711.6,209,1.12962318725452
1556,1,10,1999,12,1999,"0",0,0,1369,1032,2,0,0,0,0.146824953,0.071834043,0.200349896,2.5423,0,0.147719758,0.08986448,0.171141733,0.402636,0,0.119586359,0.086506451,0.165490368,3.64148,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,29,NA,1.12962318725452,1711.6,209,1.12962318725452,1711.6,209,1.12962318725452
1555,0,8,1999,7,2001,"0",2,0,199,609,13,0,1,1,0.140620725,0.082263471,0.251397785,1.65368,0,0.128036292,0.104230833,0.208921434,3.58148,0,0.147903558,0.084035555,0.186951308,3.60204,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,29,NA,1.12962318725452,1903.9,134.9,1.02198683794267,1711.6,209,1.12962318725452
1554,1,8,1999,12,1999,"0",0,0,932,1274,5,0,1,0,0.136469207,0.08628146,0.19786268,2.39633,0,0.114113925,0.08404118,0.240462867,7.62373,0,0.141620248,0.094257789,0.149856397,1.48409,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,29,NA,1.12962318725452,1711.6,209,1.12962318725452,1711.6,209,1.12962318725452
1553,1,10,1999,3,2010,"0",11,0,604,1274,6,10,1,1,0.108603103,0.071417797,0.373599156,3.07007,0,0.114725738,0.103073337,0.202332489,3.10197,0,0.141620248,0.094257789,0.149856397,1.48409,0,0,0,0,10,NA,NA,NA,NA,NA,NA,0,3.2926143161982,29,NA,1.12962318725452,1981.36315789474,280.268421052632,1.35270324078647,1711.6,209,1.12962318725452
1551,1,7,1999,9,2003,"0",4,0,869,1178,4,2,0,1,0.138657723,0.081052077,0.146657107,2.94925,0,0.132926276,0.064992164,0.262535646,3.28908,0,0.140196399,0.091484389,0.175707103,3.84275,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,3.65308711255895,29,NA,1.12962318725452,2132.52,187.72,1.18837982932235,1711.6,209,1.12962318725452
1550,0,9,1999,8,2005,"DS",6,0,1218,886,3,5,0,1,0.133967582,0.071937066,0.292969466,2.34314,0,0.134238159,0.087915364,0.257706321,3.08783,0,0.129459904,0.083636828,0.261405312,5.87931,0,1,1,0,0,NA,NA,NA,NA,NA,NA,0,3.65308711255895,29,NA,1.12962318725452,2080.31,246.32,1.256668770072,1711.6,209,1.12962318725452
1549,1,9,1999,10,2002,"0",3,0,1042,176,3,0,1,1,0.134202564,0.090217068,0.219731731,3.48009,0,0.149187125,0.076878312,0.199803367,2.05027,0,0.147607721,0.075525919,0.234980389,2.70008,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,29,NA,1.12962318725452,2144.95,129.775,1.03911400783106,1711.6,209,1.12962318725452
1548,0,9,1999,8,2000,"0",1,0,1024,676,4,0,0,1,0.128427336,0.096634403,0.250145866,20.095,0,0.14342207,0.076575158,0.208935161,5.35211,0,0.120878956,0.078497725,0.281548855,2.66364,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,29,NA,1.12962318725452,1842.6,146.85,1.04062378584652,1711.6,209,1.12962318725452
1547,1,8,1999,12,1999,"0",0,0,1024,676,4,0,0,0,0.128149538,0.075893405,0.25888433,4.32574,0,0.14342207,0.076575158,0.208935161,5.35211,0,0.120878956,0.078497725,0.281548855,2.66364,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,29,NA,1.12962318725452,1711.6,209,1.12962318725452,1711.6,209,1.12962318725452
